0.547,0.31,-0.031,-0.231,0
0.575,0.306,-0.059,-0.259,0
0.603,0.302,-0.087,-0.287,0
0.632,0.298,-0.116,-0.316,0
0.662,0.294,-0.146,-0.346,0
0.692,0.29,-0.176,-0.376,0
0.702,0.286,-0.186,-0.386,1
0.69,0.282,-0.174,-0.374,1
0.678,0.278,-0.162,-0.362,1
0.666,0.274,-0.15,-0.35,1
0.654,0.27,-0.138,-0.338,1
0.642,0.266,-0.126,-0.326,1
0.63,0.262,-0.114,-0.314,1
0.618,0.258,-0.102,-0.302,1
0.606,0.254,-0.09,-0.29,1
0.594,0.25,-0.078,-0.278,1
0.582,0.246,-0.066,-0.266,1
0.57,0.242,-0.054,-0.254,1
0.558,0.238,-0.042,-0.242,1
0.546,0.234,-0.03,-0.23,1
0.534,0.23,-0.018,-0.218,0
0.523,0.226,-0.007,-0.207,0
0.513,0.222,0.003,-0.197,0
0.503,0.218,0.013,-0.187,0
0.495,0.214,0.021,-0.179,0
0.487,0.21,0.029,-0.171,0
0.48,0.206,0.036,-0.164,0
0.474,0.202,0.042,-0.158,0
0.468,0.198,0.048,-0.152,0
0.464,0.194,0.052,-0.148,0
0.46,0.19,0.056,-0.144,0
0.457,0.186,0.059,-0.141,0
0.455,0.182,0.061,-0.139,0
0.453,0.178,0.063,-0.137,0
0.453,0.174,0.063,-0.137,0
0.453,0.17,0.063,-0.137,0
0.454,0.166,0.062,-0.138,0
0.456,0.162,0.06,-0.14,0
0.458,0.158,0.058,-0.142,0
0.462,0.154,0.054,-0.146,0
0.466,0.15,0.05,-0.15,0
0.471,0.146,0.045,-0.155,0
0.477,0.142,0.039,-0.161,0
0.483,0.138,0.033,-0.167,0
0.491,0.134,0.025,-0.175,0
0.499,0.13,0.017,-0.183,0
0.508,0.126,0.008,-0.192,0
0.507,0.122,0.009,-0.191,1
0.495,0.118,0.021,-0.179,1
0.483,0.114,0.033,-0.167,1
0.471,0.11,0.045,-0.155,1
0.459,0.106,0.057,-0.143,1
0.447,0.102,0.069,-0.131,0
0.436,0.098,0.08,-0.12,0
0.426,0.094,0.09,-0.11,0
0.416,0.09,0.1,-0.1,0
0.408,0.086,0.108,-0.092,0
0.4,0.082,0.116,-0.084,0
0.393,0.078,0.123,-0.077,0
0.387,0.074,0.129,-0.071,0
0.381,0.07,0.135,-0.065,0
0.377,0.066,0.139,-0.061,0
0.373,0.062,0.143,-0.057,0
0.37,0.058,0.146,-0.054,0
0.368,0.054,0.148,-0.052,0
0.366,0.05,0.15,-0.05,0
0.366,0.046,0.15,-0.05,0
0.366,0.042,0.15,-0.05,0
0.367,0.038,0.149,-0.051,0
0.369,0.034,0.147,-0.053,0
0.371,0.03,0.145,-0.055,0
0.375,0.026,0.141,-0.059,0
0.379,0.022,0.137,-0.063,0
0.384,0.018,0.132,-0.068,0
0.39,0.014,0.126,-0.074,0
0.396,0.01,0.12,-0.08,0
0.404,0.006,0.112,-0.088,0
0.412,0.002,0.104,-0.096,0
0.421,0.378,-0.212,-0.412,0
0.431,0.374,-0.222,-0.422,0
0.441,0.37,-0.232,-0.432,0
0.453,0.366,-0.244,-0.444,0
0.465,0.362,-0.256,-0.456,0
0.478,0.358,-0.269,-0.469,0
0.492,0.354,-0.283,-0.483,0
0.493,0.35,-0.284,-0.484,1
0.481,0.346,-0.272,-0.472,1
0.469,0.342,-0.26,-0.46,1
0.457,0.338,-0.248,-0.448,1
0.445,0.334,-0.236,-0.436,1
0.433,0.33,-0.224,-0.424,1
0.421,0.326,-0.212,-0.412,1
0.409,0.322,-0.2,-0.4,1
0.397,0.318,-0.188,-0.388,1
0.385,0.314,-0.176,-0.376,1
0.373,0.31,-0.164,-0.364,1
0.361,0.306,-0.152,-0.352,1
0.349,0.302,-0.14,-0.34,1
0.337,0.298,-0.128,-0.328,1
0.325,0.294,-0.116,-0.316,1
0.313,0.29,-0.104,-0.304,0
0.302,0.286,-0.093,-0.293,0
0.292,0.282,-0.083,-0.283,0
0.282,0.278,-0.073,-0.273,0
0.274,0.274,-0.065,-0.265,0
0.266,0.27,-0.057,-0.257,0
0.259,0.266,-0.05,-0.25,0
0.253,0.262,-0.044,-0.244,0
0.247,0.258,-0.038,-0.238,0
0.243,0.254,-0.034,-0.234,0
0.239,0.25,-0.03,-0.23,0
0.236,0.246,-0.027,-0.227,0
0.234,0.242,-0.025,-0.225,0
0.232,0.238,-0.023,-0.223,0
0.232,0.234,-0.023,-0.223,0
0.232,0.23,-0.023,-0.223,0
0.233,0.226,-0.024,-0.224,0
0.235,0.222,-0.026,-0.226,0
0.237,0.218,-0.028,-0.228,0
0.241,0.214,-0.032,-0.232,0
0.245,0.21,-0.036,-0.236,0
0.25,0.206,-0.041,-0.241,0
0.256,0.202,-0.047,-0.247,0
0.262,0.198,-0.053,-0.253,0
0.27,0.194,-0.061,-0.261,0
0.278,0.19,-0.069,-0.269,0
0.287,0.186,-0.078,-0.278,0
0.297,0.182,-0.088,-0.288,0
0.296,0.178,-0.087,-0.287,1
0.284,0.174,-0.075,-0.275,1
0.272,0.17,-0.063,-0.263,1
0.26,0.166,-0.051,-0.251,1
0.248,0.162,-0.039,-0.239,1
0.236,0.158,-0.027,-0.227,1
0.224,0.154,-0.015,-0.215,1
0.212,0.15,-0.003,-0.203,1
0.2,0.146,0.009,-0.191,1
0.188,0.142,0.021,-0.179,1
0.176,0.138,0.033,-0.167,1
0.164,0.134,0.045,-0.155,1
0.152,0.13,0.057,-0.143,1
0.14,0.126,0.069,-0.131,0
0.129,0.122,0.08,-0.12,0
0.119,0.118,0.09,-0.11,0
0.109,0.114,0.1,-0.1,0
0.101,0.11,0.108,-0.092,0
0.093,0.106,0.116,-0.084,0
0.086,0.102,0.123,-0.077,0
0.08,0.098,0.129,-0.071,0
0.074,0.094,0.135,-0.065,0
0.07,0.09,0.139,-0.061,0
0.066,0.086,0.143,-0.057,0
0.063,0.082,0.146,-0.054,0
0.061,0.078,0.148,-0.052,0
0.059,0.074,0.15,-0.05,0
0.059,0.07,0.15,-0.05,0
0.059,0.066,0.15,-0.05,0
0.06,0.062,0.149,-0.051,0
0.062,0.058,0.147,-0.053,0
0.064,0.054,0.145,-0.055,0
0.068,0.05,0.141,-0.059,0
0.072,0.046,0.137,-0.063,0
0.077,0.042,0.132,-0.068,0
0.083,0.038,0.126,-0.074,0
0.089,0.034,0.12,-0.08,0
0.097,0.03,0.112,-0.088,0
0.105,0.026,0.104,-0.096,0
0.114,0.022,0.095,-0.105,0
0.124,0.018,0.085,-0.115,0
0.134,0.014,0.075,-0.125,0
0.146,0.01,0.063,-0.137,0
0.158,0.006,0.051,-0.149,0
0.158,0.002,0.051,-0.149,1
0.146,0.378,0.152,-0.048,1
0.134,0.374,0.164,-0.036,1
0.122,0.37,0.176,-0.024,1
0.11,0.366,0.188,-0.012,0
0.099,0.362,0.199,-0.001,0
0.089,0.358,0.209,0.009,0
0.079,0.354,0.219,0.019,0
0.071,0.35,0.227,0.027,0
0.063,0.346,0.235,0.035,0
0.056,0.342,0.242,0.042,0
0.05,0.338,0.248,0.048,0
0.044,0.334,0.254,0.054,0
0.04,0.33,0.258,0.058,0
0.036,0.326,0.262,0.062,0
0.033,0.322,0.265,0.065,0
0.031,0.318,0.267,0.067,0
0.029,0.314,0.269,0.069,0
0.029,0.31,0.269,0.069,0
0.029,0.306,0.269,0.069,0
0.03,0.302,0.268,0.068,0
0.032,0.298,0.266,0.066,0
0.034,0.294,0.264,0.064,0
0.038,0.29,0.26,0.06,0
0.042,0.286,0.256,0.056,0
0.047,0.282,0.251,0.051,0
0.053,0.278,0.245,0.045,0
0.059,0.274,0.239,0.039,0
0.067,0.27,0.231,0.031,0
0.075,0.266,0.223,0.023,0
0.084,0.262,0.214,0.014,0
0.094,0.258,0.204,0.004,0
0.104,0.254,0.194,-0.006,0
0.116,0.25,0.182,-0.018,0
0.128,0.246,0.17,-0.03,0
0.141,0.242,0.157,-0.043,0
0.155,0.238,0.143,-0.057,0
0.169,0.234,0.129,-0.071,0
0.185,0.23,0.113,-0.087,0
0.201,0.226,0.097,-0.103,0
0.218,0.222,0.08,-0.12,0
0.236,0.218,0.062,-0.138,0
0.254,0.214,0.044,-0.156,0
0.274,0.21,0.024,-0.176,0
0.294,0.206,0.004,-0.196,0
0.315,0.202,-0.017,-0.217,0
0.337,0.198,-0.039,-0.239,0
0.342,0.194,-0.044,-0.244,1
0.33,0.19,-0.032,-0.232,1
0.318,0.186,-0.02,-0.22,1
0.306,0.182,-0.008,-0.208,1
0.294,0.178,0.004,-0.196,1
0.282,0.174,0.016,-0.184,1
0.27,0.17,0.028,-0.172,1
0.258,0.166,0.04,-0.16,1
0.246,0.162,0.052,-0.148,1
0.234,0.158,0.064,-0.136,1
0.222,0.154,0.076,-0.124,1
0.21,0.15,0.088,-0.112,1
0.198,0.146,0.1,-0.1,0
0.187,0.142,0.111,-0.089,0
0.177,0.138,0.121,-0.079,0
0.167,0.134,0.131,-0.069,0
0.159,0.13,0.139,-0.061,0
0.151,0.126,0.147,-0.053,0
0.144,0.122,0.154,-0.046,0
0.138,0.118,0.16,-0.04,0
0.132,0.114,0.166,-0.034,0
0.128,0.11,0.17,-0.03,0
0.124,0.106,0.174,-0.026,0
0.121,0.102,0.177,-0.023,0
0.119,0.098,0.179,-0.021,0
0.117,0.094,0.181,-0.019,0
0.117,0.09,0.181,-0.019,0
0.117,0.086,0.181,-0.019,0
0.118,0.082,0.18,-0.02,0
0.12,0.078,0.178,-0.022,0
0.122,0.074,0.176,-0.024,0
0.126,0.07,0.172,-0.028,0
0.13,0.066,0.168,-0.032,0
0.135,0.062,0.163,-0.037,0
0.141,0.058,0.157,-0.043,0
0.147,0.054,0.151,-0.049,0
0.155,0.05,0.143,-0.057,0
0.163,0.046,0.135,-0.065,0
0.172,0.042,0.126,-0.074,0
0.182,0.038,0.116,-0.084,0
0.192,0.034,0.106,-0.094,0
0.204,0.03,0.094,-0.106,0
0.216,0.026,0.082,-0.118,0
0.229,0.022,0.069,-0.131,0
0.243,0.018,0.055,-0.145,0
0.244,0.014,0.054,-0.146,1
0.232,0.01,0.066,-0.134,1
0.22,0.006,0.078,-0.122,1
0.208,0.002,0.09,-0.11,1
0.196,0.386,0.174,-0.026,0
0.185,0.382,0.185,-0.015,0
0.175,0.378,0.195,-0.005,0
0.165,0.374,0.205,0.005,0
0.157,0.37,0.213,0.013,0
0.149,0.366,0.221,0.021,0
0.142,0.362,0.228,0.028,0
0.136,0.358,0.234,0.034,0
0.13,0.354,0.24,0.04,0
0.126,0.35,0.244,0.044,0
0.122,0.346,0.248,0.048,0
0.119,0.342,0.251,0.051,0
0.117,0.338,0.253,0.053,0
0.115,0.334,0.255,0.055,0
0.115,0.33,0.255,0.055,0
0.115,0.326,0.255,0.055,0
0.116,0.322,0.254,0.054,0
0.118,0.318,0.252,0.052,0
0.12,0.314,0.25,0.05,0
0.124,0.31,0.246,0.046,0
0.128,0.306,0.242,0.042,0
0.133,0.302,0.237,0.037,0
0.139,0.298,0.231,0.031,0
0.145,0.294,0.225,0.025,0
0.153,0.29,0.217,0.017,0
0.161,0.286,0.209,0.009,0
0.17,0.282,0.2,0.0,0
0.18,0.278,0.19,-0.01,0
0.19,0.274,0.18,-0.02,0
0.202,0.27,0.168,-0.032,0
0.214,0.266,0.156,-0.044,0
0.227,0.262,0.143,-0.057,0
0.241,0.258,0.129,-0.071,0
0.255,0.254,0.115,-0.085,0
0.271,0.25,0.099,-0.101,0
0.287,0.246,0.083,-0.117,0
0.304,0.242,0.066,-0.134,0
0.322,0.238,0.048,-0.152,0
0.34,0.234,0.03,-0.17,0
0.36,0.23,0.01,-0.19,0
0.38,0.226,-0.01,-0.21,0
0.401,0.222,-0.031,-0.231,0
0.423,0.218,-0.053,-0.253,0
0.445,0.214,-0.075,-0.275,0
0.469,0.21,-0.099,-0.299,0
0.475,0.206,-0.105,-0.305,1
0.463,0.202,-0.093,-0.293,1
0.451,0.198,-0.081,-0.281,1
0.439,0.194,-0.069,-0.269,1
0.427,0.19,-0.057,-0.257,1
0.415,0.186,-0.045,-0.245,1
0.403,0.182,-0.033,-0.233,1
0.391,0.178,-0.021,-0.221,1
0.379,0.174,-0.009,-0.209,1
0.367,0.17,0.003,-0.197,1
0.355,0.166,0.015,-0.185,1
0.343,0.162,0.027,-0.173,1
0.331,0.158,0.039,-0.161,1
0.319,0.154,0.051,-0.149,1
0.307,0.15,0.063,-0.137,0
0.296,0.146,0.074,-0.126,0
0.286,0.142,0.084,-0.116,0
0.276,0.138,0.094,-0.106,0
0.268,0.134,0.102,-0.098,0
0.26,0.13,0.11,-0.09,0
0.253,0.126,0.117,-0.083,0
0.247,0.122,0.123,-0.077,0
0.241,0.118,0.129,-0.071,0
0.237,0.114,0.133,-0.067,0
0.233,0.11,0.137,-0.063,0
0.23,0.106,0.14,-0.06,0
0.228,0.102,0.142,-0.058,0
0.226,0.098,0.144,-0.056,0
0.226,0.094,0.144,-0.056,0
0.226,0.09,0.144,-0.056,0
0.227,0.086,0.143,-0.057,0
0.229,0.082,0.141,-0.059,0
0.231,0.078,0.139,-0.061,0
0.235,0.074,0.135,-0.065,0
0.239,0.07,0.131,-0.069,0
0.244,0.066,0.126,-0.074,0
0.25,0.062,0.12,-0.08,0
0.256,0.058,0.114,-0.086,0
0.264,0.054,0.106,-0.094,0
0.272,0.05,0.098,-0.102,0
0.281,0.046,0.089,-0.111,0
0.291,0.042,0.079,-0.121,0
0.301,0.038,0.069,-0.131,0
0.301,0.034,0.069,-0.131,1
0.289,0.03,0.081,-0.119,1
0.277,0.026,0.093,-0.107,1
0.265,0.022,0.105,-0.095,1
0.253,0.018,0.117,-0.083,0
0.242,0.014,0.128,-0.072,0
0.232,0.01,0.138,-0.062,0
0.222,0.006,0.148,-0.052,0
0.214,0.002,0.156,-0.044,0
0.206,0.378,0.376,0.176,0
0.199,0.374,0.383,0.183,0
0.193,0.37,0.389,0.189,0
0.187,0.366,0.395,0.195,0
0.183,0.362,0.399,0.199,0
0.179,0.358,0.403,0.203,0
0.176,0.354,0.406,0.206,0
0.174,0.35,0.408,0.208,0
0.172,0.346,0.41,0.21,0
0.172,0.342,0.41,0.21,0
0.172,0.338,0.41,0.21,0
0.173,0.334,0.409,0.209,0
0.175,0.33,0.407,0.207,0
0.177,0.326,0.405,0.205,0
0.181,0.322,0.401,0.201,0
0.185,0.318,0.397,0.197,0
0.19,0.314,0.392,0.192,0
0.196,0.31,0.386,0.186,0
0.202,0.306,0.38,0.18,0
0.21,0.302,0.372,0.172,0
0.218,0.298,0.364,0.164,0
0.227,0.294,0.355,0.155,0
0.237,0.29,0.345,0.145,0
0.247,0.286,0.335,0.135,0
0.259,0.282,0.323,0.123,0
0.271,0.278,0.311,0.111,0
0.284,0.274,0.298,0.098,0
0.298,0.27,0.284,0.084,0
0.312,0.266,0.27,0.07,0
0.328,0.262,0.254,0.054,0
0.344,0.258,0.238,0.038,0
0.361,0.254,0.221,0.021,0
0.379,0.25,0.203,0.003,0
0.397,0.246,0.185,-0.015,0
0.417,0.242,0.165,-0.035,0
0.437,0.238,0.145,-0.055,0
0.458,0.234,0.124,-0.076,0
0.48,0.23,0.102,-0.098,0
0.502,0.226,0.08,-0.12,0
0.526,0.222,0.056,-0.144,0
0.55,0.218,0.032,-0.168,0
0.575,0.214,0.007,-0.193,0
0.601,0.21,-0.019,-0.219,0
0.627,0.206,-0.045,-0.245,0
0.635,0.202,-0.053,-0.253,1
0.623,0.198,-0.041,-0.241,1
0.611,0.194,-0.029,-0.229,1
0.599,0.19,-0.017,-0.217,1
0.587,0.186,-0.005,-0.205,1
0.575,0.182,0.007,-0.193,1
0.563,0.178,0.019,-0.181,1
0.551,0.174,0.031,-0.169,1
0.539,0.17,0.043,-0.157,1
0.527,0.166,0.055,-0.145,1
0.515,0.162,0.067,-0.133,1
0.503,0.158,0.079,-0.121,1
0.491,0.154,0.091,-0.109,1
0.479,0.15,0.103,-0.097,0
0.468,0.146,0.114,-0.086,0
0.458,0.142,0.124,-0.076,0
0.448,0.138,0.134,-0.066,0
0.44,0.134,0.142,-0.058,0
0.432,0.13,0.15,-0.05,0
0.425,0.126,0.157,-0.043,0
0.419,0.122,0.163,-0.037,0
0.413,0.118,0.169,-0.031,0
0.409,0.114,0.173,-0.027,0
0.405,0.11,0.177,-0.023,0
0.402,0.106,0.18,-0.02,0
0.4,0.102,0.182,-0.018,0
0.398,0.098,0.184,-0.016,0
0.398,0.094,0.184,-0.016,0
0.398,0.09,0.184,-0.016,0
0.399,0.086,0.183,-0.017,0
0.401,0.082,0.181,-0.019,0
0.403,0.078,0.179,-0.021,0
0.407,0.074,0.175,-0.025,0
0.411,0.07,0.171,-0.029,0
0.416,0.066,0.166,-0.034,0
0.422,0.062,0.16,-0.04,0
0.428,0.058,0.154,-0.046,0
0.436,0.054,0.146,-0.054,0
0.444,0.05,0.138,-0.062,0
0.453,0.046,0.129,-0.071,0
0.463,0.042,0.119,-0.081,0
0.473,0.038,0.109,-0.091,0
0.485,0.034,0.097,-0.103,0
0.497,0.03,0.085,-0.115,0
0.51,0.026,0.072,-0.128,0
0.524,0.022,0.058,-0.142,0
0.525,0.018,0.057,-0.143,1
0.513,0.014,0.069,-0.131,1
0.501,0.01,0.081,-0.119,1
0.489,0.006,0.093,-0.107,1
0.477,0.002,0.105,-0.095,1
0.465,0.358,-0.185,-0.385,1
0.453,0.354,-0.173,-0.373,0
0.442,0.35,-0.162,-0.362,0
0.432,0.346,-0.152,-0.352,0
0.422,0.342,-0.142,-0.342,0
0.414,0.338,-0.134,-0.334,0
0.406,0.334,-0.126,-0.326,0
0.399,0.33,-0.119,-0.319,0
0.393,0.326,-0.113,-0.313,0
0.387,0.322,-0.107,-0.307,0
0.383,0.318,-0.103,-0.303,0
0.379,0.314,-0.099,-0.299,0
0.376,0.31,-0.096,-0.296,0
0.374,0.306,-0.094,-0.294,0
0.372,0.302,-0.092,-0.292,0
0.372,0.298,-0.092,-0.292,0
0.372,0.294,-0.092,-0.292,0
0.373,0.29,-0.093,-0.293,0
0.375,0.286,-0.095,-0.295,0
0.377,0.282,-0.097,-0.297,0
0.381,0.278,-0.101,-0.301,0
0.385,0.274,-0.105,-0.305,0
0.39,0.27,-0.11,-0.31,0
0.396,0.266,-0.116,-0.316,0
0.402,0.262,-0.122,-0.322,0
0.4,0.258,-0.12,-0.32,1
0.388,0.254,-0.108,-0.308,1
0.376,0.25,-0.096,-0.296,1
0.364,0.246,-0.084,-0.284,1
0.352,0.242,-0.072,-0.272,1
0.34,0.238,-0.06,-0.26,1
0.328,0.234,-0.048,-0.248,1
0.316,0.23,-0.036,-0.236,1
0.304,0.226,-0.024,-0.224,0
0.293,0.222,-0.013,-0.213,0
0.283,0.218,-0.003,-0.203,0
0.273,0.214,0.007,-0.193,0
0.265,0.21,0.015,-0.185,0
0.257,0.206,0.023,-0.177,0
0.25,0.202,0.03,-0.17,0
0.244,0.198,0.036,-0.164,0
